frame_number,timestamp,rep_count,state,angle,pose_detected
503,2025-11-02 18:52:30.365,6,up,150.24,True
504,2025-11-02 18:52:30.417,6,up,151.39,True
505,2025-11-02 18:52:30.463,6,up,152.02,True
506,2025-11-02 18:52:30.515,6,up,151.67,True
507,2025-11-02 18:52:30.563,6,up,151.78,True
508,2025-11-02 18:52:30.615,6,up,150.98,True
509,2025-11-02 18:52:30.669,6,up,150.79,True
510,2025-11-02 18:52:30.715,6,up,151.12,True
511,2025-11-02 18:52:30.768,6,up,151.59,True
512,2025-11-02 18:52:30.817,6,up,152.21,True
513,2025-11-02 18:52:30.868,6,up,152.49,True
514,2025-11-02 18:52:30.918,6,up,151.88,True
515,2025-11-02 18:52:30.968,6,up,151.23,True
516,2025-11-02 18:52:31.020,6,up,150.50,True
517,2025-11-02 18:52:31.069,6,up,149.88,True
518,2025-11-02 18:52:31.121,6,up,149.40,True
519,2025-11-02 18:52:31.169,6,up,148.85,True
520,2025-11-02 18:52:31.221,6,up,148.51,True
521,2025-11-02 18:52:31.273,6,up,148.02,True
522,2025-11-02 18:52:31.321,6,up,147.81,True
523,2025-11-02 18:52:31.371,6,up,147.89,True
524,2025-11-02 18:52:31.421,6,up,148.24,True
525,2025-11-02 18:52:31.472,6,up,148.73,True
526,2025-11-02 18:52:31.521,6,up,149.02,True
527,2025-11-02 18:52:31.574,6,up,149.72,True
528,2025-11-02 18:52:31.624,6,up,150.06,True
529,2025-11-02 18:52:31.670,6,up,150.11,True
530,2025-11-02 18:52:31.725,6,up,149.92,True
531,2025-11-02 18:52:31.772,6,up,150.01,True
532,2025-11-02 18:52:31.822,6,up,150.06,True
533,2025-11-02 18:52:31.872,6,up,149.98,True
534,2025-11-02 18:52:31.922,6,up,150.17,True
535,2025-11-02 18:52:31.975,6,up,150.77,True
536,2025-11-02 18:52:32.024,6,up,150.90,True
537,2025-11-02 18:52:32.074,6,up,151.15,True
538,2025-11-02 18:52:32.122,6,up,151.57,True
539,2025-11-02 18:52:32.175,6,up,152.01,True
540,2025-11-02 18:52:32.227,6,up,152.22,True
541,2025-11-02 18:52:32.275,6,up,152.55,True
542,2025-11-02 18:52:32.327,6,up,152.42,True
543,2025-11-02 18:52:32.374,6,up,152.70,True
544,2025-11-02 18:52:32.430,6,up,155.16,True
545,2025-11-02 18:52:32.475,6,up,156.92,True
546,2025-11-02 18:52:32.526,6,up,155.96,True
547,2025-11-02 18:52:32.578,6,up,156.05,True
548,2025-11-02 18:52:32.628,6,up,158.17,True
549,2025-11-02 18:52:32.680,6,up,158.99,True
550,2025-11-02 18:52:32.729,6,up,157.34,True
551,2025-11-02 18:52:32.780,6,up,156.83,True
552,2025-11-02 18:52:32.827,6,up,156.66,True
553,2025-11-02 18:52:32.880,6,up,156.29,True
554,2025-11-02 18:52:32.934,6,up,156.25,True
555,2025-11-02 18:52:32.980,6,up,156.28,True
556,2025-11-02 18:52:33.033,6,up,156.54,True
557,2025-11-02 18:52:33.081,6,up,156.76,True
558,2025-11-02 18:52:33.135,6,up,156.94,True
559,2025-11-02 18:52:33.184,6,up,157.39,True
560,2025-11-02 18:52:33.233,6,up,157.92,True
561,2025-11-02 18:52:33.284,6,up,158.26,True
562,2025-11-02 18:52:33.332,6,up,159.04,True
563,2025-11-02 18:52:33.384,6,up,159.99,True
564,2025-11-02 18:52:33.434,6,up,161.19,True
565,2025-11-02 18:52:33.484,6,up,161.75,True
566,2025-11-02 18:52:33.534,6,up,162.68,True
567,2025-11-02 18:52:33.581,6,up,163.40,True
568,2025-11-02 18:52:33.635,6,up,164.00,True
569,2025-11-02 18:52:33.682,6,up,164.42,True
570,2025-11-02 18:52:33.736,6,up,164.82,True
571,2025-11-02 18:52:33.787,6,up,165.06,True
572,2025-11-02 18:52:33.833,6,up,165.17,True
573,2025-11-02 18:52:33.886,6,up,165.08,True
574,2025-11-02 18:52:33.934,6,up,165.04,True
575,2025-11-02 18:52:33.986,6,up,164.99,True
576,2025-11-02 18:52:34.034,6,up,164.90,True
577,2025-11-02 18:52:34.086,6,up,164.54,True
578,2025-11-02 18:52:34.139,6,up,164.69,True
579,2025-11-02 18:52:34.186,6,up,164.52,True
580,2025-11-02 18:52:34.238,6,up,164.56,True
581,2025-11-02 18:52:34.288,6,up,163.13,True
582,2025-11-02 18:52:34.339,6,up,160.50,True
583,2025-11-02 18:52:34.387,6,up,154.47,True
584,2025-11-02 18:52:34.438,6,up,141.58,True
585,2025-11-02 18:52:34.491,6,up,125.38,True
586,2025-11-02 18:52:34.539,6,up,108.67,True
587,2025-11-02 18:52:34.591,6,up,89.36,True
588,2025-11-02 18:52:34.638,6,up,72.87,True
589,2025-11-02 18:52:34.692,7,down,61.53,True
590,2025-11-02 18:52:34.742,7,down,51.54,True
591,2025-11-02 18:52:34.790,7,down,45.93,True
592,2025-11-02 18:52:34.843,7,down,39.57,True
593,2025-11-02 18:52:34.890,7,down,33.08,True
594,2025-11-02 18:52:34.943,7,down,29.57,True
595,2025-11-02 18:52:34.992,7,down,27.57,True
596,2025-11-02 18:52:35.044,7,down,27.22,True
597,2025-11-02 18:52:35.097,7,down,28.48,True
598,2025-11-02 18:52:35.145,7,down,31.76,True
599,2025-11-02 18:52:35.197,7,down,37.00,True
600,2025-11-02 18:52:35.245,7,down,43.58,True
601,2025-11-02 18:52:35.295,7,down,54.60,True
602,2025-11-02 18:52:35.349,7,down,64.31,True
603,2025-11-02 18:52:35.396,7,down,76.59,True
604,2025-11-02 18:52:35.448,7,down,91.14,True
605,2025-11-02 18:52:35.495,7,down,103.49,True
606,2025-11-02 18:52:35.546,7,down,116.02,True
607,2025-11-02 18:52:35.594,7,down,125.82,True
608,2025-11-02 18:52:35.646,7,down,134.94,True
609,2025-11-02 18:52:35.700,7,down,137.52,True
610,2025-11-02 18:52:35.750,7,down,143.92,True
611,2025-11-02 18:52:35.798,7,down,147.28,True
612,2025-11-02 18:52:35.847,7,down,149.13,True
613,2025-11-02 18:52:35.900,7,down,150.99,True
614,2025-11-02 18:52:35.948,7,down,152.76,True
615,2025-11-02 18:52:36.000,7,down,155.02,True
616,2025-11-02 18:52:36.054,7,down,157.29,True
617,2025-11-02 18:52:36.101,7,down,159.09,True
618,2025-11-02 18:52:36.154,7,up,161.79,True
619,2025-11-02 18:52:36.201,7,up,163.87,True
620,2025-11-02 18:52:36.253,7,up,165.49,True
621,2025-11-02 18:52:36.305,7,up,167.17,True
622,2025-11-02 18:52:36.353,7,up,168.69,True
623,2025-11-02 18:52:36.408,7,up,169.34,True
624,2025-11-02 18:52:36.453,7,up,169.68,True
625,2025-11-02 18:52:36.507,7,up,169.08,True
626,2025-11-02 18:52:36.553,7,up,168.44,True
627,2025-11-02 18:52:36.604,7,up,162.31,True
628,2025-11-02 18:52:36.653,7,up,155.50,True
629,2025-11-02 18:52:36.703,7,up,144.59,True
630,2025-11-02 18:52:36.755,7,up,130.87,True
631,2025-11-02 18:52:36.802,7,up,117.69,True
632,2025-11-02 18:52:36.854,7,up,100.44,True
633,2025-11-02 18:52:36.906,7,up,83.82,True
634,2025-11-02 18:52:36.954,7,up,70.10,True
635,2025-11-02 18:52:37.006,8,down,60.43,True
636,2025-11-02 18:52:37.055,8,down,51.12,True
637,2025-11-02 18:52:37.107,8,down,43.54,True
638,2025-11-02 18:52:37.156,8,down,35.51,True
639,2025-11-02 18:52:37.206,8,down,30.46,True
640,2025-11-02 18:52:37.260,8,down,29.20,True
641,2025-11-02 18:52:37.306,8,down,30.76,True
642,2025-11-02 18:52:37.359,8,down,33.89,True
643,2025-11-02 18:52:37.407,8,down,42.09,True
644,2025-11-02 18:52:37.461,8,down,50.57,True
645,2025-11-02 18:52:37.506,8,down,63.10,True
646,2025-11-02 18:52:37.559,8,down,76.99,True
647,2025-11-02 18:52:37.610,8,down,88.62,True
648,2025-11-02 18:52:37.659,8,down,98.77,True
649,2025-11-02 18:52:37.710,8,down,108.57,True
650,2025-11-02 18:52:37.760,8,down,114.46,True
651,2025-11-02 18:52:37.812,8,down,120.61,True
652,2025-11-02 18:52:37.864,8,down,126.51,True
653,2025-11-02 18:52:37.911,8,down,131.18,True
654,2025-11-02 18:52:37.963,8,down,133.52,True
655,2025-11-02 18:52:38.011,8,down,136.50,True
656,2025-11-02 18:52:38.063,8,down,140.45,True
657,2025-11-02 18:52:38.112,8,down,143.23,True
658,2025-11-02 18:52:38.163,8,down,144.52,True
659,2025-11-02 18:52:38.214,8,down,145.79,True
660,2025-11-02 18:52:38.262,8,down,147.06,True
661,2025-11-02 18:52:38.314,8,down,148.31,True
662,2025-11-02 18:52:38.362,8,down,148.95,True
663,2025-11-02 18:52:38.415,8,down,150.34,True
664,2025-11-02 18:52:38.467,8,down,151.34,True
665,2025-11-02 18:52:38.514,8,down,152.74,True
666,2025-11-02 18:52:38.567,8,down,153.93,True
667,2025-11-02 18:52:38.616,8,down,156.07,True
668,2025-11-02 18:52:38.668,8,down,158.00,True
669,2025-11-02 18:52:38.714,8,up,160.46,True
670,2025-11-02 18:52:38.767,8,up,163.50,True
671,2025-11-02 18:52:38.818,8,up,166.53,True
672,2025-11-02 18:52:38.867,8,up,168.31,True
673,2025-11-02 18:52:38.919,8,up,169.08,True
674,2025-11-02 18:52:38.967,8,up,168.94,True
675,2025-11-02 18:52:39.018,8,up,168.30,True
676,2025-11-02 18:52:39.067,8,up,167.83,True
677,2025-11-02 18:52:39.119,8,up,161.79,True
678,2025-11-02 18:52:39.169,8,up,149.03,True
679,2025-11-02 18:52:39.218,8,up,137.68,True
680,2025-11-02 18:52:39.273,8,up,124.00,True
681,2025-11-02 18:52:39.318,8,up,108.95,True
682,2025-11-02 18:52:39.371,8,up,89.71,True
683,2025-11-02 18:52:39.422,8,up,73.39,True
684,2025-11-02 18:52:39.473,9,down,61.20,True
685,2025-11-02 18:52:39.525,9,down,52.21,True
686,2025-11-02 18:52:39.573,9,down,46.44,True
687,2025-11-02 18:52:39.623,9,down,39.62,True
688,2025-11-02 18:52:39.672,9,down,31.23,True
689,2025-11-02 18:52:39.723,9,down,25.84,True
690,2025-11-02 18:52:39.774,9,down,25.23,True
691,2025-11-02 18:52:39.822,9,down,26.30,True
692,2025-11-02 18:52:39.876,9,down,29.01,True
693,2025-11-02 18:52:39.925,9,down,33.55,True
694,2025-11-02 18:52:39.975,9,down,37.72,True
695,2025-11-02 18:52:40.027,9,down,47.43,True
696,2025-11-02 18:52:40.074,9,down,56.74,True
697,2025-11-02 18:52:40.127,9,down,65.43,True
698,2025-11-02 18:52:40.174,9,down,75.80,True
699,2025-11-02 18:52:40.226,9,down,87.22,True
700,2025-11-02 18:52:40.274,9,down,94.41,True
701,2025-11-02 18:52:40.328,9,down,104.18,True
702,2025-11-02 18:52:40.380,9,down,111.01,True
703,2025-11-02 18:52:40.428,9,down,118.84,True
704,2025-11-02 18:52:40.482,9,down,125.57,True
705,2025-11-02 18:52:40.527,9,down,131.22,True
706,2025-11-02 18:52:40.580,9,down,134.83,True
707,2025-11-02 18:52:40.628,9,down,140.80,True
708,2025-11-02 18:52:40.680,9,down,143.28,True
709,2025-11-02 18:52:40.732,9,down,145.48,True
710,2025-11-02 18:52:40.780,9,down,147.88,True
711,2025-11-02 18:52:40.833,9,down,149.91,True
712,2025-11-02 18:52:40.881,9,down,151.92,True
713,2025-11-02 18:52:40.933,9,down,154.14,True
714,2025-11-02 18:52:40.984,9,down,155.88,True
715,2025-11-02 18:52:41.033,9,down,157.76,True
716,2025-11-02 18:52:41.084,9,down,159.89,True
717,2025-11-02 18:52:41.133,9,up,161.68,True
718,2025-11-02 18:52:41.184,9,up,162.71,True
719,2025-11-02 18:52:41.233,9,up,164.18,True
720,2025-11-02 18:52:41.284,9,up,165.11,True
721,2025-11-02 18:52:41.336,9,up,166.28,True
722,2025-11-02 18:52:41.384,9,up,167.21,True
723,2025-11-02 18:52:41.436,9,up,167.82,True
724,2025-11-02 18:52:41.484,9,up,168.21,True
725,2025-11-02 18:52:41.536,9,up,168.37,True
726,2025-11-02 18:52:41.589,9,up,167.61,True
727,2025-11-02 18:52:41.637,9,up,166.86,True
728,2025-11-02 18:52:41.690,9,up,165.49,True
729,2025-11-02 18:52:41.738,9,up,161.69,True
730,2025-11-02 18:52:41.788,9,up,157.58,True
731,2025-11-02 18:52:41.837,9,up,152.93,True
732,2025-11-02 18:52:41.888,9,up,147.02,True
733,2025-11-02 18:52:41.941,9,up,143.06,True
734,2025-11-02 18:52:41.988,9,up,133.68,True
735,2025-11-02 18:52:42.041,9,up,121.68,True
736,2025-11-02 18:52:42.091,9,up,111.59,True
737,2025-11-02 18:52:42.141,9,up,97.38,True
738,2025-11-02 18:52:42.190,9,up,82.19,True
739,2025-11-02 18:52:42.240,10,down,67.56,True
740,2025-11-02 18:52:42.293,10,down,57.06,True
741,2025-11-02 18:52:42.341,10,down,49.77,True
742,2025-11-02 18:52:42.394,10,down,43.74,True
743,2025-11-02 18:52:42.440,10,down,36.42,True
744,2025-11-02 18:52:42.494,10,down,30.66,True
745,2025-11-02 18:52:42.546,10,down,27.17,True
746,2025-11-02 18:52:42.594,10,down,25.92,True
747,2025-11-02 18:52:42.646,10,down,26.91,True
748,2025-11-02 18:52:42.692,10,down,28.41,True
749,2025-11-02 18:52:42.745,10,down,31.73,True
750,2025-11-02 18:52:42.794,10,down,36.73,True
751,2025-11-02 18:52:42.844,10,down,41.23,True
752,2025-11-02 18:52:42.896,10,down,48.55,True
753,2025-11-02 18:52:42.944,10,down,54.51,True
754,2025-11-02 18:52:42.998,10,down,58.72,True
755,2025-11-02 18:52:43.044,10,down,61.38,True
756,2025-11-02 18:52:43.097,10,down,63.96,True
757,2025-11-02 18:52:43.149,10,down,67.99,True
758,2025-11-02 18:52:43.197,10,down,71.60,True
759,2025-11-02 18:52:43.249,10,down,74.26,True
760,2025-11-02 18:52:43.297,10,down,76.81,True
761,2025-11-02 18:52:43.349,10,down,80.92,True
762,2025-11-02 18:52:43.398,10,down,84.54,True
763,2025-11-02 18:52:43.448,10,down,87.70,True
764,2025-11-02 18:52:43.500,10,down,90.33,True
765,2025-11-02 18:52:43.548,10,down,93.74,True
766,2025-11-02 18:52:43.602,10,down,96.50,True
767,2025-11-02 18:52:43.648,10,down,99.00,True
768,2025-11-02 18:52:43.700,10,down,101.86,True
769,2025-11-02 18:52:43.749,10,down,103.65,True
770,2025-11-02 18:52:43.801,10,down,106.41,True
771,2025-11-02 18:52:43.850,10,down,108.65,True
772,2025-11-02 18:52:43.901,10,down,110.90,True
773,2025-11-02 18:52:43.952,10,down,113.43,True
774,2025-11-02 18:52:44.001,10,down,115.68,True
775,2025-11-02 18:52:44.053,10,down,118.05,True
776,2025-11-02 18:52:44.105,10,down,120.14,True
777,2025-11-02 18:52:44.150,10,down,122.35,True
778,2025-11-02 18:52:44.202,10,down,124.10,True
779,2025-11-02 18:52:44.253,10,down,126.05,True
780,2025-11-02 18:52:44.304,10,down,127.87,True
781,2025-11-02 18:52:44.354,10,down,130.08,True
782,2025-11-02 18:52:44.405,10,down,132.03,True
783,2025-11-02 18:52:44.457,10,down,134.16,True
784,2025-11-02 18:52:44.502,10,down,136.86,True
785,2025-11-02 18:52:44.555,10,down,138.48,True
786,2025-11-02 18:52:44.603,10,down,139.21,True
787,2025-11-02 18:52:44.654,10,down,139.97,True
788,2025-11-02 18:52:44.709,10,down,140.60,True
789,2025-11-02 18:52:44.753,10,down,141.45,True
790,2025-11-02 18:52:44.806,10,down,142.03,True
791,2025-11-02 18:52:44.854,10,down,142.80,True
792,2025-11-02 18:52:44.907,10,down,143.23,True
793,2025-11-02 18:52:44.954,10,down,143.72,True
794,2025-11-02 18:52:45.007,10,down,144.26,True
795,2025-11-02 18:52:45.060,10,down,145.58,True
796,2025-11-02 18:52:45.110,10,down,146.50,True
797,2025-11-02 18:52:45.164,10,down,147.14,True
798,2025-11-02 18:52:45.213,10,down,147.44,True
799,2025-11-02 18:52:45.266,10,down,147.72,True
800,2025-11-02 18:52:45.313,10,down,148.03,True
801,2025-11-02 18:52:45.365,10,down,148.51,True
802,2025-11-02 18:52:45.416,10,down,148.90,True
803,2025-11-02 18:52:45.464,10,down,149.20,True
804,2025-11-02 18:52:45.516,10,down,149.66,True
805,2025-11-02 18:52:45.567,10,down,150.33,True
806,2025-11-02 18:52:45.616,10,down,150.72,True
807,2025-11-02 18:52:45.669,10,down,151.45,True
808,2025-11-02 18:52:45.717,10,down,151.85,True
809,2025-11-02 18:52:45.768,10,down,152.76,True
810,2025-11-02 18:52:45.817,10,down,153.78,True
811,2025-11-02 18:52:45.866,10,down,154.52,True
812,2025-11-02 18:52:45.917,10,down,154.93,True
813,2025-11-02 18:52:45.971,10,down,155.53,True
814,2025-11-02 18:52:46.023,10,down,156.16,True
815,2025-11-02 18:52:46.068,10,down,157.34,True
816,2025-11-02 18:52:46.121,10,down,158.13,True
817,2025-11-02 18:52:46.169,10,down,158.48,True
818,2025-11-02 18:52:46.220,10,down,159.01,True
819,2025-11-02 18:52:46.272,10,down,159.57,True
820,2025-11-02 18:52:46.319,10,down,159.97,True
821,2025-11-02 18:52:46.372,10,up,160.30,True
822,2025-11-02 18:52:46.420,10,up,160.47,True
823,2025-11-02 18:52:46.473,10,up,160.85,True
824,2025-11-02 18:52:46.521,10,up,161.45,True
825,2025-11-02 18:52:46.572,10,up,161.88,True
826,2025-11-02 18:52:46.624,10,up,162.09,True
827,2025-11-02 18:52:46.671,10,up,162.19,True
828,2025-11-02 18:52:46.724,10,up,162.22,True
829,2025-11-02 18:52:46.775,10,up,162.59,True
830,2025-11-02 18:52:46.824,10,up,162.78,True
831,2025-11-02 18:52:46.869,10,up,163.03,True
832,2025-11-02 18:52:46.920,10,up,163.23,True
833,2025-11-02 18:52:46.971,10,up,163.20,True
834,2025-11-02 18:52:47.018,10,up,163.13,True
835,2025-11-02 18:52:47.072,10,up,161.04,True
836,2025-11-02 18:52:47.120,10,up,156.32,True
837,2025-11-02 18:52:47.170,10,up,150.18,True
838,2025-11-02 18:52:47.222,10,up,139.36,True
839,2025-11-02 18:52:47.271,10,up,126.00,True
840,2025-11-02 18:52:47.324,10,up,104.91,True
841,2025-11-02 18:52:47.370,10,up,82.60,True
842,2025-11-02 18:52:47.422,11,down,63.26,True
843,2025-11-02 18:52:47.469,11,down,49.86,True
844,2025-11-02 18:52:47.523,11,down,39.84,True
845,2025-11-02 18:52:47.577,11,down,31.83,True
846,2025-11-02 18:52:47.622,11,down,29.26,True
847,2025-11-02 18:52:47.676,11,down,28.63,True
848,2025-11-02 18:52:47.723,11,down,29.75,True
849,2025-11-02 18:52:47.777,11,down,31.09,True
850,2025-11-02 18:52:47.830,11,down,33.17,True
851,2025-11-02 18:52:47.876,11,down,36.16,True
852,2025-11-02 18:52:47.931,11,down,39.44,True
853,2025-11-02 18:52:47.981,11,down,41.57,True
854,2025-11-02 18:52:48.033,11,down,49.34,True
855,2025-11-02 18:52:48.082,11,down,56.81,True
856,2025-11-02 18:52:48.134,11,down,62.37,True
857,2025-11-02 18:52:48.183,11,down,69.41,True
858,2025-11-02 18:52:48.231,11,down,79.02,True
859,2025-11-02 18:52:48.284,11,down,88.05,True
860,2025-11-02 18:52:48.331,11,down,101.12,True
861,2025-11-02 18:52:48.384,11,down,111.26,True
862,2025-11-02 18:52:48.432,11,down,119.74,True
863,2025-11-02 18:52:48.484,11,down,123.91,True
864,2025-11-02 18:52:48.539,11,down,129.08,True
865,2025-11-02 18:52:48.583,11,down,132.30,True
866,2025-11-02 18:52:48.636,11,down,136.60,True
867,2025-11-02 18:52:48.684,11,down,141.46,True
868,2025-11-02 18:52:48.735,11,down,144.80,True
869,2025-11-02 18:52:48.789,11,down,148.79,True
870,2025-11-02 18:52:48.836,11,down,151.95,True
871,2025-11-02 18:52:48.887,11,down,154.94,True
872,2025-11-02 18:52:48.936,11,down,156.80,True
873,2025-11-02 18:52:48.986,11,down,158.88,True
874,2025-11-02 18:52:49.035,11,up,160.10,True
875,2025-11-02 18:52:49.088,11,up,161.16,True
876,2025-11-02 18:52:49.137,11,up,162.40,True
877,2025-11-02 18:52:49.186,11,up,164.43,True
878,2025-11-02 18:52:49.235,11,up,165.67,True
879,2025-11-02 18:52:49.283,11,up,166.78,True
880,2025-11-02 18:52:49.339,11,up,167.89,True
881,2025-11-02 18:52:49.388,11,up,168.32,True
882,2025-11-02 18:52:49.435,11,up,168.44,True
883,2025-11-02 18:52:49.486,11,up,168.02,True
884,2025-11-02 18:52:49.534,11,up,167.39,True
885,2025-11-02 18:52:49.586,11,up,164.52,True
886,2025-11-02 18:52:49.636,11,up,161.22,True
887,2025-11-02 18:52:49.688,11,up,157.44,True
888,2025-11-02 18:52:49.740,11,up,152.25,True
889,2025-11-02 18:52:49.789,11,up,146.68,True
890,2025-11-02 18:52:49.840,11,up,139.49,True
891,2025-11-02 18:52:49.888,11,up,133.40,True
892,2025-11-02 18:52:49.944,11,up,123.21,True
893,2025-11-02 18:52:49.992,11,up,112.03,True
894,2025-11-02 18:52:50.043,11,up,100.88,True
895,2025-11-02 18:52:50.096,11,up,88.39,True
896,2025-11-02 18:52:50.144,11,up,74.77,True
897,2025-11-02 18:52:50.198,12,down,58.61,True
898,2025-11-02 18:52:50.244,12,down,48.98,True
899,2025-11-02 18:52:50.296,12,down,40.61,True
900,2025-11-02 18:52:50.348,12,down,34.68,True
901,2025-11-02 18:52:50.396,12,down,29.96,True
902,2025-11-02 18:52:50.449,12,down,28.57,True
903,2025-11-02 18:52:50.496,12,down,29.66,True
904,2025-11-02 18:52:50.548,12,down,32.66,True
905,2025-11-02 18:52:50.597,12,down,38.42,True
906,2025-11-02 18:52:50.648,12,down,43.00,True
907,2025-11-02 18:52:50.700,12,down,52.95,True
908,2025-11-02 18:52:50.748,12,down,64.60,True
909,2025-11-02 18:52:50.801,12,down,75.17,True
910,2025-11-02 18:52:50.848,12,down,84.87,True
911,2025-11-02 18:52:50.899,12,down,92.67,True
912,2025-11-02 18:52:50.954,12,down,102.24,True
913,2025-11-02 18:52:51.000,12,down,107.97,True
914,2025-11-02 18:52:51.052,12,down,113.88,True
915,2025-11-02 18:52:51.100,12,down,120.62,True
916,2025-11-02 18:52:51.152,12,down,125.05,True
917,2025-11-02 18:52:51.199,12,down,129.99,True
918,2025-11-02 18:52:51.252,12,down,132.58,True
919,2025-11-02 18:52:51.306,12,down,134.89,True
920,2025-11-02 18:52:51.352,12,down,138.67,True
921,2025-11-02 18:52:51.405,12,down,142.12,True
922,2025-11-02 18:52:51.452,12,down,146.20,True
923,2025-11-02 18:52:51.504,12,down,150.56,True
924,2025-11-02 18:52:51.552,12,down,155.26,True
925,2025-11-02 18:52:51.605,12,down,158.12,True
926,2025-11-02 18:52:51.655,12,up,160.35,True
927,2025-11-02 18:52:51.705,12,up,162.92,True
928,2025-11-02 18:52:51.757,12,up,164.88,True
929,2025-11-02 18:52:51.803,12,up,166.25,True
930,2025-11-02 18:52:51.858,12,up,167.52,True
931,2025-11-02 18:52:51.909,12,up,167.30,True
932,2025-11-02 18:52:51.956,12,up,166.29,True
933,2025-11-02 18:52:52.006,12,up,164.82,True
934,2025-11-02 18:52:52.055,12,up,161.42,True
935,2025-11-02 18:52:52.105,12,up,154.57,True
936,2025-11-02 18:52:52.153,12,up,144.57,True
937,2025-11-02 18:52:52.205,12,up,134.17,True
938,2025-11-02 18:52:52.255,12,up,121.22,True
939,2025-11-02 18:52:52.302,12,up,108.08,True
940,2025-11-02 18:52:52.355,12,up,93.82,True
941,2025-11-02 18:52:52.402,12,up,81.61,True
942,2025-11-02 18:52:52.453,13,down,65.42,True
943,2025-11-02 18:52:52.506,13,down,55.36,True
944,2025-11-02 18:52:52.556,13,down,45.87,True
945,2025-11-02 18:52:52.606,13,down,37.88,True
946,2025-11-02 18:52:52.653,13,down,31.97,True
947,2025-11-02 18:52:52.709,13,down,28.20,True
948,2025-11-02 18:52:52.756,13,down,26.94,True
949,2025-11-02 18:52:52.810,13,down,27.89,True
950,2025-11-02 18:52:52.863,13,down,30.81,True
951,2025-11-02 18:52:52.913,13,down,36.24,True
952,2025-11-02 18:52:52.964,13,down,38.67,True
953,2025-11-02 18:52:53.015,13,down,49.05,True
954,2025-11-02 18:52:53.066,13,down,56.92,True
955,2025-11-02 18:52:53.112,13,down,65.98,True
956,2025-11-02 18:52:53.164,13,down,77.65,True
957,2025-11-02 18:52:53.217,13,down,87.55,True
958,2025-11-02 18:52:53.265,13,down,98.47,True
959,2025-11-02 18:52:53.316,13,down,108.39,True
960,2025-11-02 18:52:53.365,13,down,119.40,True
961,2025-11-02 18:52:53.416,13,down,127.94,True
962,2025-11-02 18:52:53.467,13,down,134.47,True
963,2025-11-02 18:52:53.515,13,down,139.02,True
964,2025-11-02 18:52:53.568,13,down,143.81,True
965,2025-11-02 18:52:53.617,13,down,148.87,True
966,2025-11-02 18:52:53.667,13,down,152.58,True
967,2025-11-02 18:52:53.715,13,down,155.63,True
968,2025-11-02 18:52:53.768,13,down,158.43,True
969,2025-11-02 18:52:53.820,13,up,160.25,True
970,2025-11-02 18:52:53.868,13,up,161.34,True
971,2025-11-02 18:52:53.920,13,up,163.00,True
972,2025-11-02 18:52:53.968,13,up,164.03,True
973,2025-11-02 18:52:54.021,13,up,164.76,True
974,2025-11-02 18:52:54.072,13,up,165.39,True
975,2025-11-02 18:52:54.120,13,up,165.89,True
976,2025-11-02 18:52:54.174,13,up,166.21,True
977,2025-11-02 18:52:54.221,13,up,166.42,True
978,2025-11-02 18:52:54.271,13,up,166.74,True
979,2025-11-02 18:52:54.320,13,up,166.96,True
980,2025-11-02 18:52:54.371,13,up,167.14,True
981,2025-11-02 18:52:54.421,13,up,167.43,True
982,2025-11-02 18:52:54.469,13,up,167.78,True
983,2025-11-02 18:52:54.520,13,up,168.04,True
984,2025-11-02 18:52:54.567,13,up,168.22,True
985,2025-11-02 18:52:54.619,13,up,168.31,True
986,2025-11-02 18:52:54.666,13,up,168.38,True
987,2025-11-02 18:52:54.719,13,up,168.60,True
988,2025-11-02 18:52:54.772,13,up,168.70,True
989,2025-11-02 18:52:54.820,13,up,168.76,True
990,2025-11-02 18:52:54.871,13,up,168.89,True
991,2025-11-02 18:52:54.918,13,up,169.07,True
992,2025-11-02 18:52:54.973,13,up,169.15,True
993,2025-11-02 18:52:55.023,13,up,169.32,True
994,2025-11-02 18:52:55.073,13,up,169.37,True
995,2025-11-02 18:52:55.124,13,up,169.43,True
996,2025-11-02 18:52:55.172,13,up,169.60,True
997,2025-11-02 18:52:55.223,13,up,169.76,True
998,2025-11-02 18:52:55.274,13,up,169.90,True
999,2025-11-02 18:52:55.325,13,up,170.05,True
1000,2025-11-02 18:52:55.379,13,up,170.14,True
1001,2025-11-02 18:52:55.427,13,up,169.37,True
1002,2025-11-02 18:52:55.480,13,up,166.09,True
1003,2025-11-02 18:52:55.528,13,up,160.67,True
1004,2025-11-02 18:52:55.581,13,up,152.96,True
1005,2025-11-02 18:52:55.633,13,up,142.58,True
1006,2025-11-02 18:52:55.678,13,up,130.09,True
1007,2025-11-02 18:52:55.729,13,up,113.74,True
1008,2025-11-02 18:52:55.776,13,up,95.17,True
1009,2025-11-02 18:52:55.829,13,up,80.59,True
1010,2025-11-02 18:52:55.876,14,down,63.87,True
1011,2025-11-02 18:52:55.929,14,down,55.57,True
1012,2025-11-02 18:52:55.980,14,down,45.79,True
1013,2025-11-02 18:52:56.028,14,down,38.63,True
1014,2025-11-02 18:52:56.081,14,down,33.76,True
1015,2025-11-02 18:52:56.128,14,down,31.40,True
1016,2025-11-02 18:52:56.180,14,down,31.70,True
1017,2025-11-02 18:52:56.227,14,down,35.70,True
1018,2025-11-02 18:52:56.281,14,down,42.41,True
